waterbody,year,mon,gear,species,len,weight,sex,age,age_strux,lennote
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,267,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,107,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,127,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,135,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,142,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,145,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,150,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,168,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,193,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,201,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,221,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,246,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,259,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,119,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,185,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,102,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,112,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,114,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,135,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,140,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,142,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,145,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,147,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,160,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,180,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,191,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,203,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,216,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,218,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,221,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,229,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,272,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,76,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,107,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,112,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,114,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,117,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,122,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,127,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,145,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,152,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,155,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,160,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,173,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,178,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,193,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,201,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,203,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,208,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,213,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,267,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,213,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,142,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,150,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,152,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,188,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,191,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,193,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,196,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,201,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,206,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,216,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,272,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,May,BOOM SHOCKER,Black Crappie,277,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,211,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,211,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,211,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,246,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,246,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,246,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,249,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,249,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,267,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,267,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,274,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,274,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,180,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,180,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,180,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,180,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,188,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,188,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,188,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,193,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,193,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,221,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,221,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,229,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,229,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,229,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,236,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,236,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,236,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,236,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,236,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,246,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,246,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,246,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,249,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,249,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,249,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,249,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,259,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,259,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,259,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,262,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,262,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,135,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,135,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,191,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,191,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,249,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,249,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,206,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,206,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,221,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,221,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,234,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,236,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,236,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,236,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,236,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,244,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,246,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,246,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,251,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,254,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,279,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,279,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,226,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,231,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,239,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,241,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,257,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,224,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,229,NA,,NA,,Observed length
LAKE CHIPPEWA,2012,Apr,FYKE NET,Black Crappie,229,NA,,NA,,Observed length
